Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
299;5600153506;"Israel Affairs";journal;"13537121";"Routledge";No;No;0,275;Q1;22;78;189;2925;124;181;0,64;37,50;50,00;0;14;United Kingdom;Western Europe;"Routledge";"1994-2025";"Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q2)";"Arts and Humanities; Social Sciences"
300;21100836108;"Knowledge Cultures";journal;"23756527, 23275731";"Addleton Academic Publishers";No;No;0,275;Q1;17;32;74;1484;69;72;1,06;46,38;67,31;0;9;United States;Northern America;"Addleton Academic Publishers";"2013-2024";"Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Law (Q2); Library and Information Sciences (Q2); Philosophy (Q2); Sociology and Political Science (Q2); Education (Q3)";"Arts and Humanities; Social Sciences"
301;5800170390;"William and Mary Quarterly";journal;"00435597";"Omohundro Institute of Early American History and Culture";No;No;0,275;Q1;42;34;82;2422;31;78;0,30;71,24;50,00;0;1;United States;Northern America;"Omohundro Institute of Early American History and Culture";"1936, 1956, 1971-1972, 1975-1978, 1981-1982, 1984-1987, 1999-2025";"Cultural Studies (Q1); History (Q1)";"Arts and Humanities; Social Sciences"
302;21100386855;"Heritage and Society";journal;"2159032X, 21590338";"Maney Publishing";No;No;0,273;Q1;18;38;57;2124;60;57;1,07;55,89;54,10;0;27;United Kingdom;Western Europe;"Maney Publishing";"2011, 2014-2025";"Conservation (Q1); Cultural Studies (Q1); Anthropology (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
303;21100933831;"Journal of Islamic Thought and Civilization";journal;"20750943, 25200313";"University of Management and Technology";Yes;Yes;0,273;Q1;6;46;131;1875;117;131;0,98;40,76;29,91;0;11;Pakistan;Asiatic Region;"University of Management and Technology";"2018-2024";"Cultural Studies (Q1); History (Q1); Religious Studies (Q1); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
304;22498;"Journal of Semitic Studies";journal;"14778556, 00224480";"Oxford University Press";No;No;0,273;Q1;19;37;78;2879;31;78;0,33;77,81;33,33;0;1;United Kingdom;Western Europe;"Oxford University Press";"1956-1975, 1977-2025";"Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Religious Studies (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
305;21101173038;"Language and Semiotic Studies";journal;"2096031X, 27517160";"Walter de Gruyter GmbH";Yes;Yes;0,273;Q1;5;28;85;1107;49;84;0,65;39,54;29,73;0;5;Germany;Western Europe;"Walter de Gruyter GmbH";"2017-2025";"Cultural Studies (Q1); Communication (Q2); Linguistics and Language (Q2)";"Social Sciences"
306;21100890927;"Russian Politics";journal;"24518913, 24518921";"Brill Academic Publishers";No;No;0,273;Q1;12;22;65;1646;53;65;0,64;74,82;35,29;0;13;Netherlands;Western Europe;"Brill Academic Publishers";"2016-2024";"Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
307;21100860773;"Journal of Sport and Health Research";journal;"19896239";"Didactic Asociation Andalucia";Yes;No;0,272;Q1;13;41;154;1722;153;154;0,93;42,00;29,80;0;11;Spain;Western Europe;"Didactic Asociation Andalucia";"2018-2025";"Cultural Studies (Q1); Complementary and Manual Therapy (Q3); Education (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Public Health, Environmental and Occupational Health (Q3); Developmental and Educational Psychology (Q4)";"Health Professions; Medicine; Psychology; Social Sciences"
308;21100858350;"Fashion, Style and Popular Culture";journal;"20500734, 20500726";"Intellect Ltd.";No;No;0,270;Q1;8;35;89;1234;46;77;0,51;35,26;71,74;0;7;United Kingdom;Western Europe;"Intellect Ltd.";"2016-2025";"Cultural Studies (Q1); Marketing (Q3); Materials Science (miscellaneous) (Q3); Strategy and Management (Q3); Social Psychology (Q4)";"Business, Management and Accounting; Materials Science; Psychology; Social Sciences"
309;21100218321;"Ayer";journal;"11342277";"Marcial Pons";No;No;0,269;Q1;12;52;146;1733;52;136;0,38;33,33;26,32;0;7;Spain;Western Europe;"Marcial Pons";"2012-2014, 2017-2024";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
310;16300154717;"Journal of African Archaeology";journal;"16121651";"Africa Magna Verlag";No;No;0,269;Q1;31;7;35;534;21;35;0,70;76,29;24,00;0;3;Germany;Western Europe;"Africa Magna Verlag";"2003-2024";"Cultural Studies (Q1); History (Q1); Visual Arts and Performing Arts (Q1); Archeology (Q2); Archeology (arts and humanities) (Q2)";"Arts and Humanities; Social Sciences"
311;5700155578;"Journal of American Folklore";journal;"00218715, 15351882";"American Folklore Society";No;No;0,269;Q1;26;37;88;1224;50;86;0,58;33,08;67,65;0;17;United States;Northern America;"American Folklore Society";"1987, 2002-2024";"Cultural Studies (Q1); Arts and Humanities (miscellaneous) (Q2)";"Arts and Humanities; Social Sciences"
312;5600155015;"German Politics and Society";journal;"15585441, 10450300";"Berghahn Journals";No;No;0,268;Q1;13;15;72;1008;42;72;0,61;67,20;31,58;0;4;United States;Northern America;"Berghahn Journals";"2015-2024";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
313;25988;"Social Research";journal;"0037783X";"Johns Hopkins University Press";No;No;0,268;Q1;58;60;153;1713;113;133;0,63;28,55;35,59;0;15;United States;Northern America;"Johns Hopkins University Press";"1946-1947, 1972-1974, 1976, 1979-1980, 1982-1986, 1988, 1995-2024";"Cultural Studies (Q1); History (Q1); Philosophy (Q2); Political Science and International Relations (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
314;21101141528;"Advances in Southeast Asian Studies";journal;"2791531X";"Society for South-East Asian Studies";Yes;Yes;0,267;Q1;17;14;49;606;57;45;1,15;43,29;38,89;0;6;Austria;Western Europe;"Society for South-East Asian Studies";"2022-2024";"Cultural Studies (Q1); Anthropology (Q2); Law (Q2); Communication (Q3); Development (Q3); Geography, Planning and Development (Q3); Sociology and Political Science (Q3)";"Social Sciences"
315;21101051701;"Transitions: Journal of Transient Migration";journal;"23977159, 23977140";"Intellect Ltd.";No;No;0,267;Q1;7;6;17;413;22;16;0,50;68,83;55,56;0;6;United Kingdom;Western Europe;"Intellect Ltd.";"2019-2024";"Cultural Studies (Q1); Gender Studies (Q2); Demography (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
316;21101011861;"Contention";journal;"25727184, 23301392";"Berghahn Journals";No;No;0,265;Q1;6;5;37;212;45;31;0,83;42,40;33,33;0;1;United States;Northern America;"Berghahn Journals";"2019-2024";"Cultural Studies (Q1); Sociology and Political Science (Q3)";"Social Sciences"
317;21101170719;"Journal of Posthumanism";journal;"26343584, 26343576";"Transnational Press London Ltd";No;No;0,265;Q1;6;23;69;634;46;60;0,58;27,57;54,17;0;1;United Kingdom;Western Europe;"Transnational Press London Ltd";"2021-2025";"Cultural Studies (Q1); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
318;5700167230;"Psychoanalysis, Culture and Society";journal;"10880763, 15433390";"Palgrave Macmillan Ltd.";No;No;0,265;Q1;14;62;119;2251;66;113;0,33;36,31;48,72;0;4;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2004, 2014-2025";"Cultural Studies (Q1); Health (social science) (Q3); Sociology and Political Science (Q3); Applied Psychology (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
319;18800156716;"Revista Transilvania";journal;"30612217, 02550539";"Complexul National Muzeal Astra Sibiu";Yes;Yes;0,265;Q1;10;98;360;2382;60;357;0,20;24,31;54,74;0;12;Romania;Eastern Europe;"Complexul National Muzeal Astra Sibiu";"2009-2024";"Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1)";"Arts and Humanities; Social Sciences"
320;19600162207;"Cultura, Ciencia y Deporte";journal;"16965043";"Universidad Catolica San Antonio Murcia";Yes;Yes;0,264;Q1;19;49;161;2206;160;150;0,86;45,02;30,86;1;9;Spain;Western Europe;"Universidad Catolica San Antonio Murcia";"2009-2024";"Cultural Studies (Q1); Health (social science) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions; Social Sciences"
321;21100312217;"Etnograficeskoe Obozrenie";journal;"08695415";"Russian Academy of Sciences";No;No;0,263;Q1;7;61;208;1988;45;199;0,23;32,59;50,72;0;12;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"2011-2024";"Cultural Studies (Q1); Anthropology (Q2)";"Social Sciences"
322;21100821147;"Quaestio Rossica";journal;"2311911X, 23136871";"Ural Federal University";Yes;Yes;0,262;Q1;9;87;291;2928;63;283;0,22;33,66;58,51;0;14;Russian Federation;Eastern Europe;"Ural Federal University";"2013-2024";"Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Visual Arts and Performing Arts (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
323;5700164244;"Die Welt des Islams";journal;"00432539, 15700607";"Brill Academic Publishers";No;No;0,261;Q1;30;29;38;3051;19;38;0,58;105,21;37,04;0;2;Netherlands;Western Europe;"Brill Academic Publishers";"1921, 1951-1955, 1957, 1959, 1961-1962, 1965-1966, 1968-1969, 1971, 1973-1976, 1978-1980, 1985-1986, 1989-1992, 1994-2025";"Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Religious Studies (Q1)";"Arts and Humanities; Social Sciences"
324;21100837350;"Domes : Digest of Middle East Studies";journal;"10604367, 19493606";"John Wiley and Sons Inc";No;No;0,261;Q1;16;28;72;1697;63;60;0,92;60,61;39,39;0;11;United States;Northern America;"John Wiley and Sons Inc";"1992-2025";"Cultural Studies (Q1); History (Q1); Religious Studies (Q1); Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
325;11600153472;"Journal of Multicultural Discourses";journal;"17447143, 17476615";"Routledge";No;No;0,261;Q1;30;5;74;258;121;60;1,82;51,60;20,00;0;1;United Kingdom;Western Europe;"Routledge";"2006-2025";"Cultural Studies (Q1); Linguistics and Language (Q2); Communication (Q3)";"Social Sciences"
326;5700164168;"History and Anthropology";journal;"14772612, 02757206";"Taylor and Francis Ltd.";No;No;0,260;Q1;34;88;114;5607;100;113;0,70;63,72;41,51;1;19;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1984-1987, 1989-2025";"Cultural Studies (Q1); History (Q1); Anthropology (Q2)";"Arts and Humanities; Social Sciences"
327;29272;"Journal of Cultural Geography";journal;"08873631";"Taylor and Francis Ltd.";No;No;0,260;Q1;30;14;45;733;47;45;1,25;52,36;38,10;0;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-1999, 2001-2025";"Cultural Studies (Q1); Geography, Planning and Development (Q3)";"Social Sciences"
328;21101052860;"History, Archeology and Ethnography of the Caucasus";journal;"26186772, 2618849X";"Daghestan Federal Research Centre of Russian Academy of Sciences (RAS)";No;No;0,259;Q1;4;67;182;2075;30;182;0,16;30,97;44,74;0;13;Russian Federation;Eastern Europe;"Daghestan Federal Research Centre of Russian Academy of Sciences (RAS)";"2019-2024";"Cultural Studies (Q1); History (Q1); Anthropology (Q2); Archeology (Q2); Archeology (arts and humanities) (Q2)";"Arts and Humanities; Social Sciences"
329;7200153145;"International Journal of Hindu Studies";journal;"10224556, 15749282";"Springer Netherlands";No;No;0,259;Q1;17;19;56;825;20;53;0,49;43,42;58,82;0;2;Netherlands;Western Europe;"Springer Netherlands";"1997, 1999-2002, 2004-2025";"Cultural Studies (Q1); Religious Studies (Q1)";"Arts and Humanities; Social Sciences"
330;21100370022;"Regional Research of Russia";journal;"20799713, 20799705";"Pleiades Publishing";No;No;0,259;Q1;19;52;213;1783;134;213;0,63;34,29;45,05;0;36;United States;Northern America;"Pleiades Publishing";"2011-2024";"Cultural Studies (Q1); Earth and Planetary Sciences (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Geography, Planning and Development (Q3); Public Administration (Q3); Urban Studies (Q3)";"Earth and Planetary Sciences; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
331;8100153108;"Revista Brasileira de Historia";journal;"01020188, 18069347";"Associacao Nacional de Historia";Yes;Yes;0,259;Q1;11;38;165;1592;46;161;0,21;41,89;24,32;0;5;Brazil;Latin America;"Associacao Nacional de Historia";"1999, 2001, 2007-2024";"Cultural Studies (Q1); History (Q1); Geography, Planning and Development (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
332;21100255511;"Dix-Neuf";journal;"14787318";"Taylor and Francis Ltd.";No;No;0,258;Q1;7;20;59;873;16;55;0,16;43,65;78,95;0;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2012-2025";"Cultural Studies (Q1); Literature and Literary Theory (Q1); Music (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
333;21101091182;"Feminist Modernist Studies";journal;"2469293X, 24692921";"Informa Healthcare";No;No;0,258;Q1;6;16;67;686;9;62;0,07;42,88;81,25;0;6;United Kingdom;Western Europe;"Informa Healthcare";"2018-2025";"Cultural Studies (Q1); Literature and Literary Theory (Q1); Gender Studies (Q3)";"Arts and Humanities; Social Sciences"
334;17600155045;"Staps";journal;"17821568, 0247106X";"Boeck Universite";No;No;0,258;Q1;12;49;54;1699;37;53;0,24;34,67;38,96;1;11;Belgium;Western Europe;"Boeck Universite";"2001-2022, 2024-2025";"Cultural Studies (Q1); History (Q1); Anthropology (Q2); Multidisciplinary (Q2); Education (Q3); Psychology (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Multidisciplinary; Psychology; Social Sciences"
335;21100910567;"Holocaust Studies";journal;"17504902, 20484887";"Routledge";No;No;0,257;Q1;14;55;83;2963;63;77;0,88;53,87;62,50;1;5;United States;Northern America;"Routledge";"2005-2025";"Cultural Studies (Q1); History (Q1); Communication (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
336;21100790313;"Interpersona";journal;"19816472";"PsychOpen";Yes;Yes;0,256;Q1;12;15;49;853;38;47;0,58;56,87;60,78;0;4;Germany;Western Europe;"PsychOpen";"2016-2024";"Cultural Studies (Q1); Anthropology (Q2); Gender Studies (Q3); Developmental and Educational Psychology (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
337;18000156709;"Bulletin of Geography. Socio-economic Series";journal;"17324254, 20838298";"Nicolaus Copernicus University";Yes;Yes;0,255;Q1;25;38;122;2494;118;122;0,99;65,63;48,89;0;25;Poland;Eastern Europe;"Nicolaus Copernicus University";"2003-2024";"Cultural Studies (Q1); Demography (Q3); Geography, Planning and Development (Q3); Urban Studies (Q3)";"Social Sciences"
338;5800207532;"Keel ja Kirjandus";journal;"01311441";"Foundation Kultuurileht";Yes;Yes;0,255;Q1;9;51;170;2145;44;151;0,30;42,06;64,91;0;6;Estonia;Eastern Europe;"Foundation Kultuurileht";"2013-2024";"Cultural Studies (Q1); Literature and Literary Theory (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
339;21100199340;"Kajian Malaysia";journal;"01274082, 21804273";"Penerbit Universiti Sains Malaysia";Yes;No;0,254;Q1;16;40;70;1884;40;69;0,54;47,10;50,79;0;16;Malaysia;Asiatic Region;"Penerbit Universiti Sains Malaysia";"2011-2024";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
340;21100818507;"Monitoring Obshchestvennogo Mneniya: Ekonomicheskie i Sotsial'nye Peremeny";journal;"22195467";"Russian Public Opinion Research Center, VCIOM";Yes;Yes;0,254;Q1;14;73;331;2865;182;330;0,50;39,25;72,22;0;27;Russian Federation;Eastern Europe;"Russian Public Opinion Research Center, VCIOM";"2016-2024";"Cultural Studies (Q1); Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
341;5800207558;"International Journal of English Studies";journal;"15787044";"Universidad de Murcia";Yes;No;0,253;Q1;16;23;40;1101;29;40;0,58;47,87;65,38;0;3;Spain;Western Europe;"Universidad de Murcia";"2013-2024";"Cultural Studies (Q1); Literature and Literary Theory (Q1); Linguistics and Language (Q2); Education (Q3)";"Arts and Humanities; Social Sciences"
342;21101039470;"Revista Interuniversitaria de Formacion del Profesorado";journal;"25303791, 02138646";"Asociacion Universitaria de Formacion del Profesorado (AUFOP)";Yes;Yes;0,253;Q1;10;51;134;2372;121;134;0,84;46,51;66,40;0;25;Spain;Western Europe;"Asociacion Universitaria de Formacion del Profesorado (AUFOP)";"2019-2024";"Cultural Studies (Q1); Education (Q3)";"Social Sciences"
343;20500195076;"Urbani Izziv";journal;"18558399, 03536483";"Urban Planning Institute of the Republic of Slovenia";Yes;Yes;0,252;Q1;23;13;73;571;67;71;1,03;43,92;57,14;0;10;Slovenia;Eastern Europe;"Urban Planning Institute of the Republic of Slovenia";"1994-1995, 1997-2024";"Cultural Studies (Q1); Architecture (Q2); Geography, Planning and Development (Q3); Urban Studies (Q3)";"Engineering; Social Sciences"
344;29382;"Jewish Social Studies";journal;"00216704, 15272028";"Indiana University Press";No;No;0,251;Q1;6;19;57;2110;21;57;0,29;111,05;40,00;0;3;United States;Northern America;"Indiana University Press";"1975, 1978, 1980-1981, 1983, 2017-2024";"Cultural Studies (Q1); History (Q1); Religious Studies (Q1); Anthropology (Q2)";"Arts and Humanities; Social Sciences"
