Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
75;18140;"Sociology of Religion";journal;"10694404";"Association for the Sociology of Religion";No;No;1,144;Q1;59;19;54;1352;128;54;2,11;71,16;53,33;0;7;United States;Northern America;"Association for the Sociology of Religion";"1964-1975, 1977-1978, 1980-1984, 1986-1994, 1996, 1998-2001, 2005-2024";"Religious Studies (Q1); Social Sciences (miscellaneous) (Q1)";"Arts and Humanities; Social Sciences"
76;27446;"Youth and Society";journal;"15528499, 0044118X";"SAGE Publications Inc.";No;No;1,143;Q1;78;101;201;5979;766;200;3,29;59,20;67,13;0;58;United States;Northern America;"SAGE Publications Inc.";"1969-2025";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
77;21101095132;"Behavioural Public Policy";journal;"23980648, 2398063X";"Cambridge University Press";No;No;1,134;Q1;27;74;136;4240;478;128;3,21;57,30;36,69;11;19;United Kingdom;Western Europe;"Cambridge University Press";"2017-2025";"Political Science and International Relations (Q1); Social Psychology (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Applied Psychology (Q2)";"Psychology; Social Sciences"
78;3900148210;"Evidence and Policy";journal;"17442648";"Policy Press";No;No;1,118;Q1;46;33;122;1424;345;120;2,89;43,15;57,52;0;4;United Kingdom;Western Europe;"Policy Press";"2006-2024";"Cardiology and Cardiovascular Medicine (Q1); Orthopedics and Sports Medicine (Q1); Social Sciences (miscellaneous) (Q1); Physiology (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine; Social Sciences"
79;15300154806;"Dementia";journal;"17412684, 14713012";"SAGE Publications Ltd";No;No;1,113;Q1;70;95;411;5164;1366;409;3,02;54,36;75,23;2;17;United Kingdom;Western Europe;"SAGE Publications Ltd";"2002-2025";"History (Q1); Medicine (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Medicine; Social Sciences"
80;13197;"Nonprofit and Voluntary Sector Quarterly";journal;"15527395, 08997640";"SAGE Publications Inc.";No;No;1,112;Q1;107;96;218;7041;949;211;4,07;73,34;51,11;0;27;United States;Northern America;"SAGE Publications Inc.";"1972-2025";"Social Sciences (miscellaneous) (Q1)";"Social Sciences"
81;12125;"Behaviour and Information Technology";journal;"13623001, 0144929X";"Taylor and Francis Ltd.";No;No;1,103;Q1;103;396;498;34153;3149;491;5,83;86,24;43,18;0;87;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1982-2025";"Arts and Humanities (miscellaneous) (Q1); Human-Computer Interaction (Q1); Social Sciences (miscellaneous) (Q1); Developmental and Educational Psychology (Q2)";"Arts and Humanities; Computer Science; Psychology; Social Sciences"
82;21101076323;"Digital Geography and Society";journal;"26663783";"Elsevier Ltd";Yes;No;1,091;Q1;14;30;61;2381;283;60;4,20;79,37;49,02;1;15;United Kingdom;Western Europe;"Elsevier Ltd";"2020-2025";"Computer Science Applications (Q1); Development (Q1); Geography, Planning and Development (Q1); Information Systems (Q1); Social Sciences (miscellaneous) (Q1)";"Computer Science; Social Sciences"
83;21101167206;"Advances in Simulation";journal;"20590628";"BioMed Central Ltd";Yes;No;1,082;Q1;32;53;110;2279;498;105;4,55;43,00;60,39;1;21;United Kingdom;Western Europe;"BioMed Central Ltd";"2016-2025";"Ecology, Evolution, Behavior and Systematics (Q1); Psychology (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Cognitive Neuroscience (Q2); Developmental Neuroscience (Q2); Psychiatry and Mental Health (Q2)";"Agricultural and Biological Sciences; Medicine; Neuroscience; Psychology; Social Sciences"
84;21100797724;"Journal of Survey Statistics and Methodology";journal;"23250992, 23250984";"Oxford University Press";No;No;1,077;Q1;27;73;156;2908;348;155;1,94;39,84;45,36;10;7;United States;Northern America;"Oxford University Press";"2013-2025";"Applied Mathematics (Q1); Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Mathematics; Social Sciences"
85;20563;"Minerva";journal;"00264695, 15731871";"Springer Netherlands";Yes;No;1,068;Q1;53;44;75;3313;319;75;4,57;75,30;38,74;3;16;Netherlands;Western Europe;"Springer Netherlands";"1962-2025";"Education (Q1); Social Sciences (miscellaneous) (Q1)";"Social Sciences"
86;23952;"Cooperation and Conflict";journal;"00108367, 14603691";"SAGE Publications Ltd";No;No;1,067;Q1;55;59;81;4463;259;80;3,12;75,64;49,00;2;20;United Kingdom;Western Europe;"SAGE Publications Ltd";"1965, 1967-2025";"Development (Q1); Political Science and International Relations (Q1); Social Sciences (miscellaneous) (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Social Sciences"
87;27699;"Synthese";journal;"00397857, 15730964";"Springer Netherlands";No;No;1,052;Q1;89;384;2435;22305;4721;2385;1,55;58,09;22,32;2;13;Netherlands;Western Europe;"Springer Netherlands";"1936-1939, 1946-1949, 1955-1956, 1959-1963, 1966-2025";"Philosophy (Q1); Social Sciences (miscellaneous) (Q1)";"Arts and Humanities; Social Sciences"
88;4100151507;"Research in Social Stratification and Mobility";book series;"02765624";"Emerald Publishing";No;No;1,051;Q1;61;78;154;5778;456;152;2,34;74,08;41,62;4;68;United States;Northern America;"Emerald Publishing";"2001-2025";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
89;20848;"Health and Social Care in the Community";journal;"09660410, 13652524";"John Wiley and Sons Ltd";No;No;1,045;Q1;85;132;1164;7481;3580;1163;2,97;56,67;67,57;0;68;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1993-2024";"Health Policy (Q1); Public Health, Environmental and Occupational Health (Q1); Social Sciences (miscellaneous) (Q1); Social Work (Q1); Sociology and Political Science (Q1)";"Medicine; Social Sciences"
90;27896;"Studies in Family Planning";journal;"17284465, 00393665";"Wiley-Blackwell Publishing Ltd";No;No;1,045;Q1;79;19;94;753;271;83;2,82;39,63;66,67;0;17;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1970-2025";"Demography (Q1); Social Sciences (miscellaneous) (Q1)";"Social Sciences"
91;21101019738;"Human Behavior and Emerging Technologies";journal;"25781863";"John Wiley and Sons Inc";Yes;No;1,036;Q1;40;70;235;5559;1415;234;4,09;79,41;48,16;1;16;United States;Northern America;"John Wiley and Sons Inc";"2019-2024";"Human-Computer Interaction (Q1); Social Sciences (miscellaneous) (Q1); Social Psychology (Q2)";"Computer Science; Psychology; Social Sciences"
92;144833;"Qualitative Inquiry";journal;"15527565, 10778004";"SAGE Publications Inc.";No;No;1,032;Q1;111;203;400;6978;1058;384;2,23;34,37;69,49;0;43;United States;Northern America;"SAGE Publications Inc.";"1995-2025";"Anthropology (Q1); Social Sciences (miscellaneous) (Q1)";"Social Sciences"
93;12282;"Journal of Social Policy";journal;"14697823, 00472794";"Cambridge University Press";No;No;1,025;Q1;84;92;184;5193;605;183;3,28;56,45;52,63;0;74;United Kingdom;Western Europe;"Cambridge University Press";"1976, 1978-1984, 1986-2025";"Management, Monitoring, Policy and Law (Q1); Public Administration (Q1); Social Sciences (miscellaneous) (Q1); Social Work (Q1)";"Environmental Science; Social Sciences"
94;21101210522;"Journal of Islamic Law";journal;"27215032, 27215040";"Institut Agama Islam Negeri Pontianak";Yes;No;1,023;Q1;8;14;36;1151;138;36;4,38;82,21;36,00;0;10;Indonesia;Asiatic Region;"Institut Agama Islam Negeri Pontianak";"2020-2024";"Arts and Humanities (miscellaneous) (Q1); Law (Q1); Religious Studies (Q1); Social Sciences (miscellaneous) (Q1)";"Arts and Humanities; Social Sciences"
95;21101059716;"Al-Ihkam: Jurnal Hukum dan Pranata Sosial";journal;"24423084, 1907591X";"Faculty of Shariah Institut Agama Islam Negeri Madura";Yes;No;1,015;Q1;12;18;75;747;310;75;4,55;41,50;25,49;0;6;Indonesia;Asiatic Region;"Faculty of Shariah Institut Agama Islam Negeri Madura";"2018-2024";"Arts and Humanities (miscellaneous) (Q1); Law (Q1); Philosophy (Q1); Religious Studies (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Social Psychology (Q2)";"Arts and Humanities; Psychology; Social Sciences"
96;21100850750;"European Journal of Futures Research";journal;"21952248, 21954194";"Springer Verlag";Yes;No;1,014;Q1;28;22;51;1552;270;51;5,21;70,55;41,67;1;11;Germany;Western Europe;"Springer Verlag";"2013-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Tourism, Leisure and Hospitality Management (Q1); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
97;147231;"International Review for the Sociology of Sport";journal;"10126902";"SAGE Publications Ltd";No;No;1,000;Q1;76;111;198;7285;833;197;3,91;65,63;38,22;3;45;United Kingdom;Western Europe;"SAGE Publications Ltd";"1966-2002, 2004-2025";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Sports Science (Q2)";"Health Professions; Social Sciences"
98;145502;"Journal of Youth Studies";journal;"14699680, 13676261";"Routledge";No;No;0,995;Q1;77;151;254;8394;977;252;3,93;55,59;66,32;11;92;United Kingdom;Western Europe;"Routledge";"2003-2025";"Life-span and Life-course Studies (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
99;22902;"Oxford Bulletin of Economics and Statistics";journal;"03059049, 14680084";"Wiley-Blackwell Publishing Ltd";No;No;0,984;Q1;88;61;176;3260;362;176;1,59;53,44;23,68;13;25;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1973-2025";"Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1); Economics and Econometrics (Q2)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics; Social Sciences"
100;21101226899;"World Development Sustainability";journal;"2772655X";"Elsevier B.V.";Yes;No;0,984;Q1;13;75;106;5464;651;102;6,14;72,85;28,57;0;73;Netherlands;Western Europe;"Elsevier B.V.";"2022-2025";"Geography, Planning and Development (Q1); Social Sciences (miscellaneous) (Q1)";"Social Sciences"
101;21101140103;"SSM - Qualitative Research in Health";journal;"26673215";"Elsevier Ltd";Yes;No;0,966;Q1;16;138;364;7466;1037;364;2,82;54,10;68,70;0;81;United Kingdom;Western Europe;"Elsevier Ltd";"2021-2025";"Health (social science) (Q1); Social Sciences (miscellaneous) (Q1)";"Social Sciences"
102;24733;"American Behavioral Scientist";journal;"15523381, 00027642";"SAGE Publications Inc.";No;No;0,961;Q1;139;233;416;12710;1428;398;1,95;54,55;52,79;5;116;United States;Northern America;"SAGE Publications Inc.";"1957-2025";"Cultural Studies (Q1); Education (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Social Psychology (Q2)";"Psychology; Social Sciences"
103;16473;"Journal of Contemporary Asia";journal;"00472336, 17527554";"Taylor and Francis Ltd.";No;No;0,960;Q1;53;69;109;4543;340;108;2,86;65,84;36,08;2;36;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1970-2025";"Cultural Studies (Q1); Social Sciences (miscellaneous) (Q1)";"Social Sciences"
104;28902;"Family Relations";journal;"01976664, 17413729";"Wiley-Blackwell Publishing Ltd";No;No;0,958;Q1;105;200;408;11535;1168;404;2,51;57,68;69,89;1;63;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1981, 1992, 1996-2025";"Education (Q1); Social Sciences (miscellaneous) (Q1); Social Work (Q1); Developmental and Educational Psychology (Q2)";"Psychology; Social Sciences"
105;26619;"Symbolic Interaction";journal;"15338665, 01956086";"Wiley-Blackwell";No;No;0,952;Q1;61;43;74;2837;176;70;2,09;65,98;53,70;0;10;United States;Northern America;"Wiley-Blackwell";"1977-2025";"Communication (Q1); Education (Q1); Nursing (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Social Psychology (Q2)";"Nursing; Psychology; Social Sciences"
106;28846;"Disability and Society";journal;"13600508, 09687599";"Routledge";No;No;0,951;Q1;100;256;300;13463;1305;298;4,12;52,59;66,92;16;143;United Kingdom;Western Europe;"Routledge";"1994-2025";"Health Professions (miscellaneous) (Q1); Health (social science) (Q1); Social Sciences (miscellaneous) (Q1)";"Health Professions; Social Sciences"
107;21101183612;"Al-Manahij: Jurnal Kajian Hukum Islam";journal;"19786670, 25794167";"Universitas Islam Negeri Profesor Kiai Haji Saifuddin Zuhri Purwokerto";Yes;No;0,947;Q1;8;20;60;1048;210;60;4,45;52,40;27,78;0;8;Indonesia;Asiatic Region;"Universitas Islam Negeri Profesor Kiai Haji Saifuddin Zuhri Purwokerto";"2019-2024";"Law (Q1); Religious Studies (Q1); Social Sciences (miscellaneous) (Q1)";"Arts and Humanities; Social Sciences"
108;17508;"Social Development";journal;"14679507, 0961205X";"Wiley-Blackwell Publishing Ltd";No;No;0,946;Q1;114;62;218;3955;543;217;2,39;63,79;67,53;0;10;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1992-2025";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Developmental and Educational Psychology (Q2)";"Psychology; Social Sciences"
109;19700201530;"International Journal of Sport Policy and Politics";journal;"19406940, 19406959";"Taylor and Francis Ltd.";No;No;0,941;Q1;44;68;135;4620;512;127;3,32;67,94;25,49;1;19;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2025";"Social Sciences (miscellaneous) (Q1); Tourism, Leisure and Hospitality Management (Q2)";"Business, Management and Accounting; Social Sciences"
110;19391;"Social Indicators Research";journal;"03038300, 15730921";"Springer Netherlands";No;No;0,933;Q1;147;237;781;15478;3084;774;3,76;65,31;43,89;6;162;Netherlands;Western Europe;"Springer Netherlands";"1974-2025";"Arts and Humanities (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Developmental and Educational Psychology (Q2)";"Arts and Humanities; Psychology; Social Sciences"
111;21101045325;"Samarah";journal;"25493167, 25493132";"Universitas Islam Negeri Ar-Raniry";No;No;0,921;Q1;13;90;188;4580;571;188;3,07;50,89;31,61;0;45;Indonesia;Asiatic Region;"Universitas Islam Negeri Ar-Raniry";"2017-2025";"Law (Q1); Social Sciences (miscellaneous) (Q1)";"Social Sciences"
112;13530;"Journal of the Royal Statistical Society. Series A: Statistics in Society";journal;"09641998, 1467985X";"Oxford University Press";No;No;0,919;Q1;97;68;325;2655;547;270;1,35;39,04;35,07;6;22;United Kingdom;Western Europe;"Oxford University Press";"1988-2025";"Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1); Economics and Econometrics (Q2)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics; Social Sciences"
113;21100908414;"Proceedings of the ACM on Human-Computer Interaction";journal;"25730142";"Association for Computing Machinery";No;No;0,919;Q1;77;575;1596;52050;8907;1579;4,55;90,52;44,77;1;122;United States;Northern America;"Association for Computing Machinery";"2017-2025";"Computer Networks and Communications (Q1); Social Sciences (miscellaneous) (Q1); Human-Computer Interaction (Q2)";"Computer Science; Social Sciences"
114;14119;"Disasters";journal;"03613666, 14677717";"Wiley-Blackwell Publishing Ltd";No;No;0,907;Q1;88;50;161;3593;623;157;3,45;71,86;54,81;3;30;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1977-2025";"Earth and Planetary Sciences (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)";"Earth and Planetary Sciences; Social Sciences"
115;21101089492;"Project Leadership and Society";journal;"26667215";"Elsevier Ltd";Yes;No;0,904;Q1;20;50;86;3827;611;86;6,16;76,54;37,66;0;22;United Kingdom;Western Europe;"Elsevier Ltd";"2020-2025";"Public Administration (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
116;19900191756;"Social Responsibility Journal";journal;"1758857X, 17471117";"Emerald Group Publishing Ltd.";No;No;0,899;Q1;63;114;228;9543;1468;228;5,81;83,71;43,36;0;84;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2005-2025";"Business, Management and Accounting (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)";"Business, Management and Accounting; Social Sciences"
117;15641;"Journal of Family Issues";journal;"15525481, 0192513X";"SAGE Publications Inc.";No;No;0,896;Q1;102;157;427;8688;1110;427;2,59;55,34;69,95;0;49;United States;Northern America;"SAGE Publications Inc.";"1980-2025";"Social Sciences (miscellaneous) (Q1)";"Social Sciences"
118;21101176851;"Volksgeist: Jurnal Ilmu Hukum dan Konstitusi";journal;"2615174X, 26155648";"Universitas Islam Negeri Profesor Kiai Haji Saifuddin Zuhri Purwokerto";Yes;No;0,884;Q1;10;22;60;1096;198;60;4,45;49,82;28,13;0;16;Indonesia;Asiatic Region;"Universitas Islam Negeri Profesor Kiai Haji Saifuddin Zuhri Purwokerto";"2019-2024";"Law (Q1); Political Science and International Relations (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
119;21101038730;"International Journal of Geoheritage and Parks";journal;"25774441, 2577445X";"KeAi Communications Co.";Yes;Yes;0,879;Q1;25;44;120;2625;689;118;5,62;59,66;35,43;0;40;China;Asiatic Region;"KeAi Communications Co.";"2018-2025";"Development (Q1); Geography, Planning and Development (Q1); Geology (Q1); Nature and Landscape Conservation (Q1); Social Sciences (miscellaneous) (Q1); Urban Studies (Q1)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
